,Text,Translated
3128,@freedom_190822 @lovegahun 네??? 독감보다 가벼운데 왜 격리치료하나요? 차라리 다 갈려서 항체 생기게 하지,@ freedom_190822 @Lovegahun Yes ??? Why do you think it's snowy than the flu? I will rather go and make an antibody.
3129,"[#신종코로나바이러스감염증_중앙방역대책본부] 

어제에 이어, 오늘(2.6), 첫 번째 확진환자가 퇴원 예정입니다.

첫 번째 확진자(35세 여, 중국인)는 1월 19일 인천공항을 통해 입국 (우한 출발)하던 중 검역 과정에서 발열이 확인되어 
인천의료원으로 격리 조치되었으며, 1월 20일 확진되었습니다.","[# H1N1 Corona Viral Detection _ Central District Measures Measures Headquarters]

Following yesterday, today (2.6), the first confident patient will be discharged.

The first confirmation (35-year-old, and Chinese) is confirmed in the quarantine course during the quarantine course of entering the entry through Incheon International Airport on January 19
It was isolated as an Incheon Medical Center and was confirmed January 20th."
3130,"2월 6일 오전 10:00 현재
구리시 확진자는 1명입니다.
확진자 : 1명
자가격리대상자 : 34명 
능동감시대상자 : 1명 

현황은 실시간으로 체크, 변동되고 있으며, 시민의 건강과 안전을 위해 방역과 소독을 철저히 하고 있습니다.

질병관리본부콜센터 1339
경기도콜센터 120
구리시보건소 031-550-8432 https://t.co/bbhiQHuNSZ","February 6th 10:00 am
There are one rescue of copper.
Confirm: 1
Purpose: 34
Active sense subject: 1 person

The status is checked in real time, it is fluctuating, and we are thoroughly disinfected for the health and safety of citizens.

Disease Management Headquarters Call Center 1339
Gyeonggi-do Call Center 120
Guri City Health Center 031-550-8432 https://t.co/bbhiqhunsz"
3131,"YTN,
뒷북?

광주 21세기병원,
16번째 확진자와 접촉 의심 환자등 134명 모두 음성으로 판명되었는데,

3층 격리 된분의 쪽지를 들고 관리부실을 꼬집다니?

특종은 아니어도 뒷북은 안쳐야지!
밤새 잠도 안자고 정부를 비난만 하더니 수면부족이라서 그랬나?","YTN,
Back north?

Gwangju 21st Century Hospital,
The 16th confirmed person and the patient,

3rd floor holding a note of an isolated person and keeping the managed trees?

Even if it is not a scoop, you do not have to do it!
I did not sleep overnight, but I was a tribe because I was a tribe,"
3132,"신종 코로나바이러스 감염증 관련 

우리시 확진환자는 없습니다. 의사환자 • 조사대상유증상자17명(격리해제14, 격리중3), 자가격리•능동감시33명입니다. 자택격리자가 증가할 것을 대비해 긴급생계지원준비를 끝냈습니다.생활필수품을 1대 1매칭 지정되는 격리가구 담당 공무원이 방문전달합니다","New corona virus infection related

There is no patient in our city. Patients with doctor • 17 subjects for investigating (unknown 14, 3 isolation 3), Primary price • 33 people are active. We have finished preparing for emergency livelihood support for the increase in the home part of the household."
3133,"[2020년2월5일] 격리된 도시, 봉쇄된 생활 https://t.co/l9O3SAmaXB - @YouTube","[February 5, 2020] Isolated city, blocked life https://t.co/l9o3samaxb - @youtube"
3134,부산시 신종 코로나 자가격리자 발생 폐기물 안전처리 (출처 : 연합뉴스 | 네이버 뉴스) https://t.co/WsdZoMlw62,Busan City H1N1 Corona Price Pressure Waste Safety Processing (Source: Yonhap News | Naver News) https://t.co/wsdzomlw62
3135,우한 유가족이 말하는 감염 과정 그리고 격리 후 직접 겪은 일 /중국 기자 인터뷰 https://t.co/MQyTBQxbuB - @YouTube,Wuhan Fisheries are experienced by the infection process and the work after isolation;
3136,전염병 터질 때 마다 환자 격리시키는 병원 찾았다! https://t.co/A4qrTxTLuC,"Every time you district it, I found a hospital to isolate the patient! https://t.co/a4qrtxtluc"
3137,"연락 두절 50대 중국인 옥천서 신병 확보…격리 조치https://t.co/NdCaFVgKO8
옥천군보건소 자체 전수조사 과정서 발견, 증상은 없어","I have a Chinese Okcheon Seocho's 50-year-old Chinese journal ... Isolation Action https://t.co/NDCAFVGKO8
I do not have any symptoms,"
3138,정부는 신종코로나 자가격리에 대해 생각해봐야한다. 기사자료 보나 함께 접촉하는 가족들 외출은..어찌보면 밀접 접촉자인데 가족들은 어떻게 되는건지..구멍이 너무 크다..스스로 알아서 조심하는수밖엔..간접접촉자나 아직 파악되지 않는 감염확진자들은 어찌하려는지..,"The government should think about the dedicatedness of the new coroner. Article Sonata out of the houseboat is a close-up contact. I think it's a close contact, but what happens .. The hole is too big .. I can not be careful. I'm trying to ..."
3139,"2월 5일 오전 10:00 현재
구리시 확진자는 1명입니다.

확진자 : 1명
자가격리대상자 : 2명
능동감시대상자 : 3명

발열과 호흡기 증상 등 의심증상 발생시 질병관리본부나 보건소에 전화해 상담받으세요.

질병관리본부 콜센터 1339
경기도 콜센터 120
구리시보건소 031-550-8432 https://t.co/2aSvYnJiH4","February 5, 10:00 am
There are one rescue of copper.

Confirm: 1
Chartered: 2 people
Active sense subject: 3 people

Call the Disease Management Headquarters or Public Health Center in the event of a symptom, such as fever and respiratory symptoms.

Disease Management Headquarters Call Center 1339
Gyeonggi-do Call Center 120
Guri City Public Health Center 031-550-8432 https://t.co/2ASVYNJIH4"
3140,"신종 코로나바이러스 감염증 관련 

우리시 확진환자는 없습니다. 의사환자•조사대상유증상자13명(격리해제 12,격리중1), 자가격리•능동감시32명입니다. 금일 수정구보건소는 성남문화원,지역아동센터,경로당을 중원구보건소는 성남동일대를 분당구보건소는 유치원,경로당 중심으로 방역 소독합니다.","New corona virus infection related

There is no patient in our city. Patients with doctor • 13 subjects for investigating (unknown 12, 1), quantity of self-esteem • 32 people are active. Today's Crystal Public Health Center is the Cultural Center, the Regional Children's Center, and the Pangpang National Public Health Center."
3141,병원인가 수용소인가. 격리의 공포만연 https://t.co/2ItK7wgeu2 - @YouTube,Is the hospital authorization camp. Horror of isolation https://t.co/2ITK7WGEU2 - @youtube
3142,"""아이와 아내 볼 수 없다는 공포.. 이제는 괜찮다"" | 다음 뉴스 https://t.co/Elrkb3tvtK
신종 코로나' 아산 격리자들 ""정부 대처 훌륭했다","""The fear that I can not see a child and a wife ... now is okay"" | Next News https://t.co/elrkb3tvtk
H1N1 Corona 'Asan Isolators """
3143,@iPhone__KT 그리고 격리? ㅁㅁ,@iphone__kt and isolation? all creation
3144,우한 여대생이 격리병동에 입원한 후 절규한 사연 | 신세기TV https://t.co/hk0eWUh7TX 來自 @YouTube,"Wuhan female college student hospitalized in isolation, New Century TV https://t.co/hk0ewuh7tx 來 @ @youtube"
3145,"2월 4일 오후 5:00 현재
구리시 확진자는 없습니다.

유증상자 : 1명
자가격리대상자 : 2명
능동감시대상자 : 3명

발열과 호흡기 증상 등 의심증상 발생시 
질병관리본부나 보건소에 전화해 상담받으세요.

질병관리본부 콜센터 1339
경기도 콜센터 120
구리시보건소 031-550-8432 https://t.co/4V2yRcmRoy","February 4th 5:00 pm
There is no cleaper of copper.

Shine box: 1 person
Chartered: 2 people
Active sense subject: 3 people

In the event of a symptom, such as heat generation and respiratory symptoms
Call the Disease Management Headquarters and Public Health Center.

Disease Management Headquarters Call Center 1339
Gyeonggi-do Call Center 120
Guri City Public Health Center 031-550-8432 https://t.co/4v2yrcmroy"
3146,인간 문명이 가장 발달한 현 시대까지 변치 않는 버릇은 이해가 안 되면 무시하고 초월적이면 제거한다. 있었다면 더 많은 사람을 살릴 기술과 재능들을. 그리고 구전 되면 신화라며 격리 보관 한다. 겁이 난 것이다. 겁쟁이 들이 모든 초월적 존재와 기술을 신화로 봉인해 왔다. 죽을까봐 덜덜 떨며.,"If human civilization does not change until the most developed current period, if the habit can not be understood, ignore it and removes the transcendent. If there was more people and talents to save more people. And when it is steadily, it will be isolated. I'm scared. The cowards have sealed all transcendants and technologies with myths. I'll take a little trembling."
3147,우한 여대생이 격리병동에 입원한 후 절규한 사연 | 신세기TV https://t.co/QQZGcg8RXt - @YouTube,"Wuhan female college student hospitalized in isolation, New Century TV https://t.co/QQZGCG8RXT - @Youtube"
3148,"펌글) 미국은 우한 자국민 이송에~
전세기 화물기에 의자를 붙여서 태워와서
격납고에 2주간 격리.

일관성 있게 짐짝취급..

이래도 우리나라 언론들은 미국찬양하고
우리정부 후려친다.(펌 https://t.co/uDimNTUVeF","The United States is in the United States to transfer to Wuhan.
I put a chair on a chartered cargo.
Isolated on two weeks on the hangar.

Consistent handling ..

Since now, Korean media praise America
Our government is posted. (Firm https://t.co/udimntuvef"
3149,3일 일본 요코하마항에 유람선 ‘다이아몬드 프린세스’가 정박해 있다. 일본 당국은 이 유람선의 승객이었던 한 사람이 지난달 25일 홍콩에서 내린 후 신종 코로나바이러스 감염증(우한 폐렴) 양성반응을 보여 유람선의 검역을 진행했으며 승선 인원 3500여 명 중 10명이 발열 등 증상을 호소해 격리처,"The cruise ship 'Diamond Princess' is anchored at the 3rd Japan Yokoha. The Japanese authorities were the passengers of this cruise ship, followed by Hong Kong, Hong Kong, followed by H1N1 Corona Virus (Wuhan pneumonia), and the joints of the cruise ship showed a positive response (wilder pneumonia) and the junction of the cruise ship, and 10 out of 3,500 employees Isolation"
3150,"신종 코로나바이러스 감염증 관련 

우리 시 확진환자는 없습니다. 의사환자 • 조사대상 유증상자 14명(격리해제 12, 격리중 2), 자가격리 • 능동감시 28명입니다. 개인택시 2510대 전체차량에 대해서 자체적으로 일제 실내소독을 실시하고 있습니다. 소독약, 마스크 확보되는대로 시에서 지원합니다","New corona virus infection related

There is no patient in our city. Doctor Patients • 14 subjects of survivor (isolated 12, 2 isolation 2), Primary price • 28 active sensitivity. Personal Taxi The 2510 major vehicles are subjected to indoor disinfection in the art. Disinfectant, masks are supported at the time of securing the mask"
3151,"코로나바이러스에서 빨리 벗어나고 싶다면 우리모두가 각자 마스크쓰고 손 잘싯고 사람많은곳 피하고 조금이라도의심스러우면 스스로 자기가격리하고.
스스로 지킵시다.","If you want to get away from the corona virus, we all wear each mask and hand it out of your hand.
Let's keep yourself."
3152,"부천시 거주 12·14번째 환자 자택에서 격리 중, 시에서 식품류·생필품 등 지원 - 저널25방송 https://t.co/tVDZHkuLbC","Bucheon City Residence 12 · 14th Patient Insurance in Home, Support for Foods, Psalmography, etc. - Journal 25 Broadcasting Https://t.co/tvdzhkulbc"
3153,그러니 그 많은 사람들 다 격리할래?ㅋ 아니 우리 현장만 해도 짜장면들 절반 가까이 되는데 걔들 다 격리할래? 걔들과 침 튀기며 대화하는 나는 어쩔래? 나 재채기 수시로 하는디?ㅋㅋㅋㅋ 지랄도 작 작 하자.. 전염병도 확률과 전체 거시 경제 등 종합적으로 따져야 한다.,"So that's what many people will isolate? What are you talking about with them and spit? Di? ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ,"
3154,"신종코로나 확진 중국인 제주선 '잠복기'...약사-버스기사 등 9명 자가격리
 https://t.co/QKO3R8fzmr
신종 코로나바이러스 확진 중국인 A씨 이동경로 추가 공개 https://t.co/0JYBuUx8Cg","Nine people who are a new corona confirmed Chinese Jeju Island 'Lovers' ...
 https://t.co/QKO3R8FZMR
H1N1 Corona Virus Cumulated Chinese A Sea Mobile Road Additional Public Https://t.co/0JYBUUX8CG"
3155,"신종코로나 확진 중국인 제주선 '잠복기'...약사-버스기사 등 9명 자가격리
 https://t.co/QKO3R8fzmr https://t.co/XoOiFzE8jI","Nine people who are a new corona confirmed Chinese Jeju Island 'Lovers' ...
 https://t.co/qko3r8fzmr https://t.co/xooifze8ji"
3156,"2월 3일 
구리시 확진자는 없습니다.

유증상자 :  0명
자가격리대상자 : 1명
능동감시대상자 : 6명

발열과 호흡기 증상 등 의심증상 발생시 질병관리본부나 보건소에 전화해 상담받으세요.

질병관리본부 콜센터  1339
경기도 콜센터  031-120
구리시보건소  031-550-8432
#신종코로나바이러스 https://t.co/GXJ7LKjOw9","February 3
There is no cleaper of copper.

Short Box: 0
Subject: 1 person
Active sense subject: 6 people

Call the Disease Management Headquarters or Public Health Center in the event of a symptom, such as fever and respiratory symptoms.

Disease Management Headquarters Call Center 1339
Gyeonggi-do Call Center 031-120
Guri City Health Center 031-550-8432
# H1N1 Corona Virus https://t.co/GXJ7LKJOW9"
3157,"[의료원 현장방문했습니다]

성남시의료원에 다녀왔습니다. 입구에 선별진료소를 설치했고 음압병상 6개를 준비했습니다. 국가지정 격리병상을 초과해 감염증 확자 발생시 운영됩니다. https://t.co/0tVaPor5mu","[I visited the medical office site]

I have been to Seongnam City Medical Center. I installed a screening clinic at the entrance and prepared six sound pressure beds. It is operated when an infectious description is exceeded by exceeding the national specified isolation. https://t.co/0tvapor5mu"
3158,오늘이 서울상경일인데 사장이 내일 올라오란다. 지방에 격리 시킬려고 그러나. 왜 계속 올라오는걸 연기시키지 ㅡ_ㅡ;;,"Today is Seoul, but the president will come up tomorrow. I'm trying to isolate it in the province. Why do not you continue to come up? ㅡ _ ㅡ ;;"
3159,"신종 코로나 확진 부부 이틀간 강릉시내 활보 ‘발칵’

중국 국적 12·14번째 확진 환자
리조트·식당·관광지 등 방문
도내 접촉규모 30명 넘어 초비상
시, 접촉자 격리·최고수위 방역

https://t.co/llowueZRfj https://t.co/WgUSWKhzFJ","New Corona confirmed couple in two days,

Chinese nationality 12 · 14th confirmed patients
Visit to resort, restaurant, sightseeing spots
Tobu contact size 30 patients
City, Contactor Isolation · Highest Water Rescue

https://t.co/llowuezrfj https://t.co/wguswkhzfj"
3160,"신종 코로나바이러스 감염증 관련 

우리 시 확진환자는 없습니다. 의사환자 • 조사대상 유증상자 13명(격리해제 12, 격리중 1), 자가격리 • 능동감시 31명입니다. 오늘 오후 의료원에 다녀오겠습니다. 의료원 선별진료소는 지난 1월 30일 입구에 설치되어 현재 운영 중에 있습니다.","New corona virus infection related

There is no patient in our city. Doctor Patients • 13 subjects (12, 1), Surid, Isolated, Isolated, 31, 31. I'll go to medical support this afternoon. The medical care clinic is installed at the entrance on January 30, and is currently operating during the operation."
3161,@6882c93abe3b4a1 자한당은 집단으로 혐오바이러스에 감염된 자들이다 격리 수용하는 치료가 필요하다..,@ 6882C93ABE3B4A1 ​​The SERVER is a group that is infected with a row in a group.
3162,@q9ljd2PvG93GqM5 @BeautiFarm 귀국 즉시 격리수용하라!,@ q9ljd2pvg93gqm5 @Beautiful Please isolate your return home immediately!
3163,인천발 중국행 항공기에 신종코로나 의심환자…승객 40명 격리 (출처 : 연합뉴스 | 네이버 뉴스) https://t.co/itWrRsGNSF,Incheon foot in the aircraft in China H1N1 corona suspected patients ... 40 passengers (Source: Yonhap News | Naver News) https://t.co/ITWRRSGNSF
3164,"‘검찰 하극상’, 끈 떨어진 조폭들의 잔망스런 반란

 https://t.co/KXdrQ48i5E

전권을 주는짓은 위험한.

절대로 내 마음같지 않음.

특히 배신을 밥 먹듯 하고

항명을 즐기며

거짓말을 잘하는자는 개과천선 안됨.

사회격리가 필요.","'Prosecutor'

 https://t.co/kxdrq48i5e

Dangerous to give the entirely.

Never seem to be my heart.

Especially when you eat betrayal

Enjoying the achievement

A good liar is not a dog and a girdle.

I need a social isolation."
3165,"격리시설' 안전하다면서…공공기관은 '집단 휴가'
과도한 대응은 필요해도 과도한 공포는 갖지 말자는 문재인 정부 방침을 정부 기관 스스로 무너뜨리고 있는 셈
- 이토록 이중적이고 위선적인 정부도 드물 것 #정중규 https://t.co/L900NgcxRY","Isolation facility 'safe ... The public institution is 'collective vacation'
Excessive response is that even if you need it, do not have an excessive fear,
- This is a duplex and hypocritical government, too."
3166,"""후베이성 외 지역 발생 40%..中 입국자 자가격리해야""
""업무 분담 필요..보건소 집중 감시 집중하도록 도와야""
https://t.co/oQf6uTSTeB","""40% of the occurrence of Hubei Province, 40% ..
""I need a business sharing.
https://t.co/oqf6utsteb"
3167,"후베이성 방문 외국인, 4일부터 입국 못한다…첫 입국금지 조치..정세균 총리, 오늘 발표…""후베이성 방문 한국 국민은 14일간 자가격리..최악상황 대비한 중장기 대응방안 선제적 마련""
- 야당에서 요구하자 냉소하더니 내로남불 문재인 정권 #정중규 https://t.co/qEpowderGy","Hubei Province visit foreigner, I can not stay from 4th ... First entry prohibited action .. Prime Minister Chung Seung-kyun, announced today ... ""Visiting Hubei Province Visit Korean people in 14 days pretty prince ...
- When I asked the opposition party, it is cynasted."
3168,ㅠㅠㅠㅠㅠㅠ 확진자가 우리 동네 식당에서 직원 서른 명과 함께 회식을 했다고오 한다아안아아아ㅏ아아 (현재 그 전원 다 격리),ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ
3169,진짜 일반 육체노동자들도 클래식을 스스럼 없이 즐길 수 있는 세상..이거 어떻게 해야 하나? 어려운 과제이다..ㅠ 클래식과 골푸 등이 사회 계급적으로 인간을 차별하고 격리시키는 측면이 있기에 이게 문제되는 것이다. 열음아 어째야 하겠니?,"The real common physical workers can also enjoy the classic without them .. What should I do? It is a difficult task .. ㅠ It is a problem that there is a side that classic and bonefu, etc. are social classically discriminating and isolating human beings. Do you have to do it?"
3170,@lilykkomul 자가격리이지만 능동감시대상이 되져.,"@lilykkomul is a price, but it will be an active sense."
3171,"Coronavirus: Life inside the Merseyside quarantine https://t.co/otNLb4eiw1 
우한에서 온 영국인들 격리시설 생활","CoronaVirus: Life Inside the Merseyside Quarantine https://t.co/otnlb4eiw1
Living in Wuhan in British"
3172,"우한에 발이 묶여있던 직원 3명과 협업체 7명이 어제 오전 귀국해서 아산 격리 시설로 갔습니다. 졸업 후 첫 입사한 회사의 첫 출장에서 이런일이 벌어져 많은 걱정을 했으나 밝은 모습에 조금 안심이 됩니다.
많은 분들의 염려와 지원, 국가의 국민에 대한 책임이 있었기에 가능했습니다. 감사합니다! https://t.co/rVp5qQXEAi","Three staff and a collaboration, which had a foot on Wuhan, and 7 coliers have returned to Asan isolation. This happened in the first business trip of the first incident company after graduation, and I was worried about a lot of worries, but it is a bit relieved a little bit.
Many of the concerns and supports were responsible for the people of the nation. thank you! https://t.co/RVP5QQXEAI"
3173,"신종 코로나바이러스 감염증 관련 

우리 시 확진환자는 없습니다. 의사환자 6명(격리중 1, 격리해제 5), 유증상자 4(격리중 1, 격리해제 3), 자가격리 대상자 7명, 능동감시 21명입니다. 내일 어린이집 등 마스크 68000매, 손세정제 3000개 배부합니다.","New corona virus infection related

There is no patient in our city. 6 doctor patients (1, isolation of isolation 5), shine box 4 (isolated 1, isolation 3), 7 people who are eligible for 7 people, 21 active. Tomorrow 68,000 masks such as daycare house, 3000 handwritten 3000."
3174,질병관리본부에서 강력대처하고 격리시켜야 합니다. https://t.co/rRdTkP8ctC,The disease management headquarters must be responding and isolating. https://t.co/RRDTKP8CTC
3175,부천 대산동 거주 #신종코로나 12번 환자…아내·딸 격리 중(종합)https://t.co/fjQ8y82ogN,Bucheon Daesan-dong residence # New Korean Corona 12th Patient ... Wife · Daughter (Comprehensive) https://t.co/FJQ8Y82OGN
3176,격리되서죽는거보단 일단여행을안가는게,It's just to be able to travel only because it's been isolated.
3177,독방 쓰고 식사도 방에서..교민이 올린 '격리시설 생활' | 다음 뉴스 https://t.co/IM9BLMJcdI,"In the room, the meal is also in the room .. Next News https://t.co/im9BlmJCDI"
3178,"양승조 충남지사, 우한교민 격리시설 바로 옆에 집무실 마련 | 다음 뉴스 https://t.co/EVkiMsXcXL
""우한교민 머무는 2주 동안 현장 지키며 주민 불안 해소""

국무총리님 할일을 하아","Yang Seung-jing Chungnam branch, Wuhan, Next News https://t.co/EVKIMSXCXL
""Wuhan, stay in the field for 2 weeks, and resolve residents.""

Have a Prime Minister's Prime Minister"
3179,"@soisoc @congjee 하쿠오 여객선이라는 것이 화물도 함께 취급하는 화객선이라카는 말도 있던데요.
여기서도 국격의 차이가 있는듯요.

호주 외딴 섬,
미국  알라스카 격납고..
일본 화객선 등에서 격리하는 데~

대한민국은 공공기관의 시설에서 1인 1실로~

종양의 뻘짓만 아녔다면 아산, 진천은 더 훌륭했을텐데요.","@soisoc @congjee Hakuo Passenger ship also says Hakora Harca, which is handled with freight.
I think there is a difference in national duty here.

Australian remote island,
United States Alaska hangar ...
Isolated from Japanese Curves, etc. ~

South Korea is one of the facilities of the public institution 1

If you were not just a tumor, Asan, Jincheon would have been better."
3180,"호주는 크리스마스섬에 환자들 격리한다는데, 크리스마스섬하면 홍게의 대규모 행렬로 유명하지. 호주보다 인도네시아에서 가깝다. https://t.co/702GFt5TM2","Australia isolates patients on Christmas Islands, but Christmas islands are famous for its large-scale matrix of Hong Gil. It is close to Indonesia than Australia. https://t.co/702GFT5TM2"
3181,"전철 타고 온천손님 쏟아졌는데..아산 '텅빈 불금'
우한교민 200명 격리수용 첫날, 겨울성수기 풍경 실종.호텔예약 3분의1토막.'명물' 온양전통시장도 발길 '뚝' [뉴스1 조임동] 코로나바이러스 비말전염
되는데 너 같으면 지금 다중 모이는 온천 가겠냐?
미친..","I poured out the hot spring on the train.
Wuhan, 200 people, the first day of the water, the landscape of the winter, the landscape.
If you are like you, will you go to multiple gathering now?
crazy.."
3182,"[속보] “2차 도착 우한 교민 중 유증상자 7명, 격리 후 검사 진행 중” (출처 : KBS | 네이버 뉴스) https://t.co/JrRFzIHtjO","[Breaking News] ""Secondary arrival Wuhan, 7 people underwent, after 7 cases, inspection after isolation"" (Source: KBS | Naver News) https://t.co/jrrfzihtjo"
3183,"신종 코로나바이러스 감염증 관련 

우리 시 확진환자는 없습니다. 의사환자 4명(격리중 1, 격리해제 3), 유증상자 3명(격리해제 3), 자가격리 대상자 5명, 능동감시 17명입니다. 어제부로 경로당 375개소에 마스크 82500개 배부했습니다. 각종 행사 특히 2,3월 행사는 취소 및 잠정보류 중입니다.","New corona virus infection related

There is no patient in our city. Four doctor patients (isolated 1, isolated 3), 3 shelter boxes (Isolated 3), 5 people are more than 5 people, and 17 active. I have died of 82500 masks in 375 places per path to yesterday. Various events, especially in the second and March, cancellation and potential pending."
3184,"그자들이 반성을 할까요?

김구 암살범 안두희는 죽을때까지 반성없었습니다!

순진한 주민들 선동해서 우리국민 격리수용마저 반대했고,

이웃나라 중국인의 입국반대 청원이 60 만명이 넘는답니다.
홍익인간은 어디갔을까요?

기레기놈들의 악의적 여론조작이 심각수준을 넘었습니다!
척결시급합니다 https://t.co/oZTVutAO9Z","Does those reflections?

Kim Gu Myo Mahalma, was not reflected until death!

I was inherited by innocent residents,

Neighborhood of the Chinese people in charge of the Chinese petition is over 600,000.
Where did Hongik Human go?

The malicious public opinion operation of the giregians exceeded the severity level!
Https://t.co/oztvutao9z"
3185,"그자들이 반성을 할까요?

김구 암살범 안두희는 죽을때까지 반성없었습니다!

자국민의 격리수용마저 순진한 주민들 선동해서 반대했고,

이웃나라 중국인의 입국반대 청원이 60 만명이 넘는답니다.
홍익인간은 어디갔을까요?

기레기놈들의 악의적 여론조작이 심각수준을 넘었습니다!
척결시급합니다 https://t.co/oZTVutAO9Z","Does those reflections?

Kim Gu Myo Mahalma, was not reflected until death!

The capital of the people, the acceptance of the people,

Neighborhood of the Chinese people in charge of the Chinese petition is over 600,000.
Where did Hongik Human go?

The malicious public opinion operation of the giregians exceeded the severity level!
Https://t.co/oztvutao9z"
3186,"대한민국,
부끄럽다!
홍익인간은 어디갔는가?

중국 방문했던 자국민의 격리수용도 반대하고,
중국인 입국금지 청원이 60만이 넘었다고?

자국민도 막고,
이웃나라 방문도 막자는거 
부끄럽다!

세계 10위권의 나라에서 조급함은 무엇인가?
이모든것이 기레기놈들의 폐해라고 본다!","Korea,
embarrassed!
Where did Hongik Human go?

China,
Chinese entry prohibited petition over 600,000?

The people are blocked,
The neighboring country visits
embarrassed!

What is the contrary to the world's 10th country?
I see a mourning thing that is the abolition of the giregian!"
3187,"5. 번복한 진술에 따라 일반접촉자를 밀접접촉자로 재분류후 검사를 해보니 6번 확진자가 감염된것을 확인. 최초의 2차 감염자

6. 질본이 밝혀내어 3번 확진자의 거짓 진술이 번복되기전에 6번 확진자는 열흘 가까이 격리 되지 않고 일상생활했고 결국 6번 확진자 가족에게서 최초의 3차 감염 발생","5. According to the stacking status, the general contacts were examined with a close-up contact with a close-up contact. The first second infected person

6. The name of the border was revealed, and the false statement of confirmed three times was overturned, and the six-day confirmation was not isolated from ten days,"
3188,오중현 사무장 등 탑승 승무원들도 정부나 회사 차원에서 격리시키고 유급 휴가 줘라. 아 정말 미치겠네..왜들 그러니?ㅠㅠ,"Insembling the boarding crews, including the Head of Head of Ojeong, Oh, it's really crazy .. Why are you?"
3189,격리 시설도 저게 뭐냐? 도대체 뭐 하나 제대로 하는 것이 없으니..ㅠㅜ 진짜 우리 아파트 어린 기사 하나처럼 철저한 직원이 없구나..ㅠㅜ,What is the isolation facility? I do not have anything to do properly.
3190,여행갓다가잘하면격리되겟는걸,Travel is a good idea to be isolated.
3191,"회사 근황

중국 출장 복귀자 발열 이슈

20년1월21일 한국 복귀 후 발열 발생
29일 20시 38.1도, 해열제1차 복용
30일 08시 38.3도, 해열제2차 복용
30일 18시 보건소 신고후 국가격리대상자 지정 → 격리 중

해당 인원 법인 접촉자 파악하여 검사 결과 확인 전까지 격리 조치 요청","Company recent

China Traveler Fever Heating Issues

Followed by Fever after January 21, 2008
20:38.1 degrees, 29 days,
30 days 08:38.3 degrees, Taking 2
30 days 18 → Specify the national isolation subject after the reporting of the health center → Insulation

Identify the Corporate Corporate Contacts to request an isolation action until confirmation of the test result"
3192,"관광객은 차단을해야지~우리국민은 격리 수용하면서 중국인은 활개치고 돌아다니게 하면고선 연락조차 않됀다고 ~~터진 주둥이라고 ~~
욕먹을소리만 골라서해라~

 [단독]우한 입국자 전수조사? 외국인 80�20연락처도 모른다 https://t.co/S9M8zSau3x","Tourists should be blocked ~ If our people accept isolation, the Chinese will not even contact the Chinese, and if they go around,
Please pick the sounds of the bare ~

 [Exclusive] Wuhan immigrant transfer survey? Https://t.co/s9m8zsau3x may also be ..."
3193,"#신종_코로나바이러스8번째_확진자_이동경로

23일 22시 20분 귀국(우한, 청도 방문)
25일 서울 &gt; 군산이동(저녁)
26일 군산 자택
27일 내과 방문
28일 의료원 격리병실 &gt; 1차 검사 결과 음성 &gt; 격리해제
29일 관내식당 저녁 &gt; #이마트군산점 방문
30일 군산보건소 &gt; 원광대병원 이송
- 31일 15시 확진","# H1N1 _ Corona Virus 8th _ Confirmation _ Movement path

23:20 Return to Return (Wuhan, Qingdao)
25th Seoul & GT; Gunsan Moving (Evening)
26 days
27 days visited
28 days medical office isolation room & gt; Primary inspection result voice & gt; Isolation off
29 days Dining dinner & GT; # Visit Emart Gunsan Point
30 days Gunsan Public Health Center & GT; Wonkwang University Hospital Transfer
- 31 days 15 o'clock"
3194,"@YoungpyoHong 영표형님
제발 이해찬 좀 격리해주세요.
아님 최소한 입 좀 막아주세요.","@Youngpyohong Young
Please isolate this.
Or a minimal mouth."
